passcode 	title 	url 	filename 	decode_method_tags
0oj78ymar039xx 	Glimpse of a Machine 	https://ingress.codes/2016/10/29/glimpse-of-a-machine/ 	code\Glimpse of a Machine.html 	chemistry,decimal,keyword substitution,morse,reverse,roman numerals
or2668k757ksv 	Glimpse of a Machine 	https://ingress.codes/2016/10/29/glimpse-of-a-machine/ 	code\Glimpse of a Machine.html 	chemistry,decimal,keyword substitution,morse,reverse,roman numerals
RiwiiNsIbTaUlTpUaRiBtNsEtUlwOp 	Glimpse of a Machine 	https://ingress.codes/2016/10/29/glimpse-of-a-machine/ 	code\Glimpse of a Machine.html 	chemistry,decimal,keyword substitution,morse,reverse,roman numerals
x2nxir4ss6enuy52 	Kodama's Investigation Susanna's next destination 	https://ingress.codes/2016/10/31/kodamas-investigation-susannas-next-destination/ 	code\Kodama's Investigation Susanna's next destination.html 	keyword substitution,transposition
grz26tauih862ng 	Kodama's Investigation Susanna's next destination 	https://ingress.codes/2016/10/31/kodamas-investigation-susannas-next-destination/ 	code\Kodama's Investigation Susanna's next destination.html 	keyword substitution,transposition
ypg37lrttn363wu 	Kodama's Investigation Susanna's next destination 	https://ingress.codes/2016/10/31/kodamas-investigation-susannas-next-destination/ 	code\Kodama's Investigation Susanna's next destination.html 	keyword substitution,transposition
3v2muomvjco4y9c8 	The Cycle 	https://ingress.codes/2016/10/28/the-cycle/ 	code\The Cycle.html 	base64,hexadecimal,reverse,transposition,unknown
f7a18b7ba0d268b80a68ddcbeb72fe 	The Cycle 	https://ingress.codes/2016/10/28/the-cycle/ 	code\The Cycle.html 	base64,hexadecimal,reverse,transposition,unknown
@.!.!.!.-.!.-.!.-.!.-.!.-.!.-.!.-.!.!.!.-.!.-.!.-.!.-.!.-.!.!.!.-.!.@.@|!|-|!|-‘!|-.@.'!|!|!|(@`-.!|#|!|!|(@|-@|@)`-|!.”!`-|!|..!|\/|`-‘!'!`!'#`-‘!'#`-‘!`-‘!`-‘!`-‘!`-‘!'!'!`-‘!`-‘!`-‘!`–#'!`-‘!'@` 	The Cycle 	https://ingress.codes/2016/10/28/the-cycle/ 	code\The Cycle.html 	base64,hexadecimal,reverse,transposition,unknown
dev51yofv182hs 	Signals Inbound 	https://ingress.codes/2016/11/01/signals-inbound/ 	code\Signals Inbound.html 	atbash,hexadecimal atbash,keyword substitution,transposition
999897c7c6919e989e8c8c9ec6c8cb998a 	Signals Inbound 	https://ingress.codes/2016/11/01/signals-inbound/ 	code\Signals Inbound.html 	atbash,hexadecimal atbash,keyword substitution,transposition
b5i4sas8nrtj2t8u 	Signals Inbound 	https://ingress.codes/2016/11/01/signals-inbound/ 	code\Signals Inbound.html 	atbash,hexadecimal atbash,keyword substitution,transposition
ts718lt73unj 	More clues… Another challenge 	https://ingress.codes/2016/10/19/more-clues-another-challenge/ 	code\More clues… Another challenge.html 	atbash,keyword substitution,polybius,reverse,transposition
2134321524221524221424212124134531444324534324534423422444 	More clues… Another challenge 	https://ingress.codes/2016/10/19/more-clues-another-challenge/ 	code\More clues… Another challenge.html 	atbash,keyword substitution,polybius,reverse,transposition
ec64neokw596nr 	More clues… Another challenge 	https://ingress.codes/2016/10/19/more-clues-another-challenge/ 	code\More clues… Another challenge.html 	atbash,keyword substitution,polybius,reverse,transposition
\//\\\//\//\/\/\\///\\/\\\//\//\\\///\\\\\///\\\\\//\/\/\\//\///\///\\\/\//\\\// 	Things of Indescribable Beauty and Horror 	https://ingress.codes/2016/10/17/things-of-indescribable-beauty-and-horror/ 	code\Things of Indescribable Beauty and Horror.html 	binary,decimal,morse
53063064839495f52738508515165p475062m 	Things of Indescribable Beauty and Horror 	https://ingress.codes/2016/10/17/things-of-indescribable-beauty-and-horror/ 	code\Things of Indescribable Beauty and Horror.html 	binary,decimal,morse
अष्टएकअष्टअष्टसप्तशून्यपञ्चत्रिपञ्चत्रिदर्शनपञ्चसप्तपञ्चत्रिपञ्चएकषष्अष्टअष्टअष्ट 	Things of Indescribable Beauty and Horror 	https://ingress.codes/2016/10/17/things-of-indescribable-beauty-and-horror/ 	code\Things of Indescribable Beauty and Horror.html 	binary,decimal,morse
dpqs99rah84deg5 	Wright's Miskatonic Story 	https://ingress.codes/2016/10/18/wrights-miskatonic-story/ 	code\Wright's Miskatonic Story.html 	braille,reverse,run length encoding,transposition
aexdwis3646ca2ftha 	Wright's Miskatonic Story 	https://ingress.codes/2016/10/18/wrights-miskatonic-story/ 	code\Wright's Miskatonic Story.html 	braille,reverse,run length encoding,transposition
111132121123122112311241112412213111111111113113122424132542 	Wright's Miskatonic Story 	https://ingress.codes/2016/10/18/wrights-miskatonic-story/ 	code\Wright's Miskatonic Story.html 	braille,reverse,run length encoding,transposition
sqrqqzuuuutssqsrszstswtsrvusuyuxtusq 	Klue's True Purpose 	https://ingress.codes/2016/10/16/klues-true-purpose/ 	code\Klue's True Purpose.html 	atbash,decimal,letters to numbers,morse,reverse,transposition
dxK51Knptdre872wa 	Klue's True Purpose 	https://ingress.codes/2016/10/16/klues-true-purpose/ 	code\Klue's True Purpose.html 	atbash,decimal,letters to numbers,morse,reverse,transposition
ceessixfnmegtitfvhfvaoetielunnvmirev 	Klue's True Purpose 	https://ingress.codes/2016/10/16/klues-true-purpose/ 	code\Klue's True Purpose.html 	atbash,decimal,letters to numbers,morse,reverse,transposition
6i3pttn7eguc4r7k 	PAC'S WEEKLY WRAP-UP OCTOBER 16, 2016 	https://ingress.codes/2016/10/20/pacs-weekly-wrap-up-october-16-2016/ 	code\PAC'S WEEKLY WRAP-UP OCTOBER 16, 2016.html 	atbash,keyword substitution,letters to numbers,numbers to letters,reverse,transposition
pwc78ozdufo642gc 	PAC'S WEEKLY WRAP-UP OCTOBER 16, 2016 	https://ingress.codes/2016/10/20/pacs-weekly-wrap-up-october-16-2016/ 	code\PAC'S WEEKLY WRAP-UP OCTOBER 16, 2016.html 	atbash,keyword substitution,letters to numbers,numbers to letters,reverse,transposition
949301rruzrofivxws0398 	PAC'S WEEKLY WRAP-UP OCTOBER 16, 2016 	https://ingress.codes/2016/10/20/pacs-weekly-wrap-up-october-16-2016/ 	code\PAC'S WEEKLY WRAP-UP OCTOBER 16, 2016.html 	atbash,keyword substitution,letters to numbers,numbers to letters,reverse,transposition
8t2eaqhpyic9f7e2 	PAC'S WEEKLY WRAP-UP OCTOBER 16, 2016 	https://ingress.codes/2016/10/20/pacs-weekly-wrap-up-october-16-2016/ 	code\PAC'S WEEKLY WRAP-UP OCTOBER 16, 2016.html 	atbash,keyword substitution,letters to numbers,numbers to letters,reverse,transposition
537noqcr5553 	Favors for Friends 	https://ingress.codes/2016/10/30/favors-for-friends/ 	code\Favors for Friends.html 	decimal,keyboard flip,keyboard shift,keyword substitution,Leetspeak,research,transposition
h,d28Zk;g377,, 	Favors for Friends 	https://ingress.codes/2016/10/30/favors-for-friends/ 	code\Favors for Friends.html 	decimal,keyboard flip,keyboard shift,keyword substitution,Leetspeak,research,transposition
uwiruottteytiyuoueyitutptyiiit 	Favors for Friends 	https://ingress.codes/2016/10/30/favors-for-friends/ 	code\Favors for Friends.html 	decimal,keyboard flip,keyboard shift,keyword substitution,Leetspeak,research,transposition
289b8x1qxe9ej834 	This is #ViaNoir 	https://ingress.codes/2016/10/22/this-is-vianoir/ 	code\This is #ViaNoir.html 	keyword substitution,numbers to letters,roman numerals,transposition
εηοζοφσζοφσΩζοφσυθσεεζοφσσω 	This is #ViaNoir 	https://ingress.codes/2016/10/22/this-is-vianoir/ 	code\This is #ViaNoir.html 	keyword substitution,numbers to letters,roman numerals,transposition
325169962882125 	This is #ViaNoir 	https://ingress.codes/2016/10/22/this-is-vianoir/ 	code\This is #ViaNoir.html 	keyword substitution,numbers to letters,roman numerals,transposition
q8h9oao2vurp5t6p 	Susanna and the Acolyte 	https://ingress.codes/2016/10/13/susanna-and-the-acolyte/ 	code\Susanna and the Acolyte.html 	atbash,keyword substitution,roman numerals,transposition
uwn32v90giv9000rh833qz 	Susanna and the Acolyte 	https://ingress.codes/2016/10/13/susanna-and-the-acolyte/ 	code\Susanna and the Acolyte.html 	atbash,keyword substitution,roman numerals,transposition
kv974y502cn44wqr 	Susanna and the Acolyte 	https://ingress.codes/2016/10/13/susanna-and-the-acolyte/ 	code\Susanna and the Acolyte.html 	atbash,keyword substitution,roman numerals,transposition
iijgriftmzhenshaqfiecnrzightifevhywjaieepoeesdien 	The Past and the Present 	https://ingress.codes/2016/10/15/the-past-and-the-present/ 	code\The Past and the Present.html 	decimal,hexadecimal,transposition
778379565757545574876d736f38393936376a77 	The Past and the Present 	https://ingress.codes/2016/10/15/the-past-and-the-present/ 	code\The Past and the Present.html 	decimal,hexadecimal,transposition
6016013114535501011611101411501611711511557525121911 	Susanna's Vision 	https://ingress.codes/2016/10/14/susannas-vision/ 	code\Susanna's Vision.html 	decimal,keyword substitution,Reorder,reverse
30.05.4754.09.42.34.848&09.06.3506.21.09.26.974 	Susanna's Vision 	https://ingress.codes/2016/10/14/susannas-vision/ 	code\Susanna's Vision.html 	decimal,keyword substitution,Reorder,reverse
20n98e22i13c83f38o99q30f56s74t63e61v93v79w26e25n10e55r97e68n19z87i59e81o52u 	Susanna's Vision 	https://ingress.codes/2016/10/14/susannas-vision/ 	code\Susanna's Vision.html 	decimal,keyword substitution,Reorder,reverse
dgm55itkxz113pr 	Wright's Response on Devra's Vault 	https://ingress.codes/2016/10/21/wrights-response-on-devras-vault/ 	code\Wright's Response on Devra's Vault.html 	Base32,keyword substitution,rot,unknown
mjtwiobzkyuhikj5jqugi2jpmr2csoltmv3gw6q 	Wright's Response on Devra's Vault 	https://ingress.codes/2016/10/21/wrights-response-on-devras-vault/ 	code\Wright's Response on Devra's Vault.html 	Base32,keyword substitution,rot,unknown
vrwwoivabdnixiginjv 	Wright's Response on Devra's Vault 	https://ingress.codes/2016/10/21/wrights-response-on-devras-vault/ 	code\Wright's Response on Devra's Vault.html 	Base32,keyword substitution,rot,unknown
170402050821040408060719021412081319130813041308130419071704040004 	INGRESS BURST REPORT  #VIALUX FINALE AMERICAS RECAP – October 05 2016 	https://ingress.codes/2016/10/09/ingress-burst-report-vialux-finale-americas-recap-october-05-2016/ 	code\INGRESS BURST REPORT  #VIALUX FINALE AMERICAS RECAP – October 05 2016.html 	math,numbers to letters,reverse
creativity4pb44pf6 	INGRESS BURST REPORT  #VIALUX FINALE AMERICAS RECAP – October 05 2016 	https://ingress.codes/2016/10/09/ingress-burst-report-vialux-finale-americas-recap-october-05-2016/ 	code\INGRESS BURST REPORT  #VIALUX FINALE AMERICAS RECAP – October 05 2016.html 	math,numbers to letters,reverse
52.v215.8luos36.7fdf 	INGRESS BURST REPORT  #VIALUX FINALE AMERICAS RECAP – October 05 2016 	https://ingress.codes/2016/10/09/ingress-burst-report-vialux-finale-americas-recap-october-05-2016/ 	code\INGRESS BURST REPORT  #VIALUX FINALE AMERICAS RECAP – October 05 2016.html 	math,numbers to letters,reverse
011821ec170418141300130204egi0304 	Kodama's Investigation – 2 	https://ingress.codes/2016/10/05/kodamas-investigation-2/ 	code\Kodama's Investigation – 2.html 	letters to numbers,numbers to letters,research,transposition
7760Gba25b20b0cb50Idb734ed5Sac98fT6c 	Kodama's Investigation – 2 	https://ingress.codes/2016/10/05/kodamas-investigation-2/ 	code\Kodama's Investigation – 2.html 	letters to numbers,numbers to letters,research,transposition
natc2n5373awha 	Kodama's Investigation – 2 	https://ingress.codes/2016/10/05/kodamas-investigation-2/ 	code\Kodama's Investigation – 2.html 	letters to numbers,numbers to letters,research,transposition
4i6k4adcdlemq7n2 	A clue… but to what 	https://ingress.codes/2016/10/12/a-clue-but-to-what/ 	code\A clue… but to what.html 	decimal,hexadecimal atbash,transposition
8b979aaeac7f8898abaeaf998b 	A clue… but to what 	https://ingress.codes/2016/10/12/a-clue-but-to-what/ 	code\A clue… but to what.html 	decimal,hexadecimal atbash,transposition
xt9ss8ahep9r64nb 	A clue… but to what 	https://ingress.codes/2016/10/12/a-clue-but-to-what/ 	code\A clue… but to what.html 	decimal,hexadecimal atbash,transposition
7m3zfzihzwv1h5t4 	PAC'S WEEKLY WRAP-UP OCTOBER 2, 2016 	https://ingress.codes/2016/10/06/pacs-weekly-wrap-up-october-2-2016/ 	code\PAC'S WEEKLY WRAP-UP OCTOBER 2, 2016.html 	atbash,reverse,transposition
egon4hs2g54pq9iruc 	PAC'S WEEKLY WRAP-UP OCTOBER 2, 2016 	https://ingress.codes/2016/10/06/pacs-weekly-wrap-up-october-2-2016/ 	code\PAC'S WEEKLY WRAP-UP OCTOBER 2, 2016.html 	atbash,reverse,transposition
upevehgievidloeveruojrp 	PAC'S WEEKLY WRAP-UP OCTOBER 2, 2016 	https://ingress.codes/2016/10/06/pacs-weekly-wrap-up-october-2-2016/ 	code\PAC'S WEEKLY WRAP-UP OCTOBER 2, 2016.html 	atbash,reverse,transposition
pwd07bsgkatl092k0 	Lynton Wolfe Challenges Kodama's Accusations 	https://ingress.codes/2016/10/10/lynton-wolfe-challenges-kodamas-accusations/ 	code\Lynton Wolfe Challenges Kodama's Accusations.html 	keyword substitution,morse,swap,transposition
jm5536j5ctqroope 	Lynton Wolfe Challenges Kodama's Accusations 	https://ingress.codes/2016/10/10/lynton-wolfe-challenges-kodamas-accusations/ 	code\Lynton Wolfe Challenges Kodama's Accusations.html 	keyword substitution,morse,swap,transposition
a7.fx2n8617639.2z0ef 	Lynton Wolfe Challenges Kodama's Accusations 	https://ingress.codes/2016/10/10/lynton-wolfe-challenges-kodamas-accusations/ 	code\Lynton Wolfe Challenges Kodama's Accusations.html 	keyword substitution,morse,swap,transposition
x3vrxr8bzxbzb02cjfpcf8ylxlqp2zbzcbybz 	Kodama's Investigation – 3 	https://ingress.codes/2016/10/11/kodamas-investigation-3/ 	code\Kodama's Investigation – 3.html 	atbash,binary,keyword substitution,letters to numbers,morse,numbers to letters
evigigouevouivivivwoixinevigevhrevneevevixivivouiverivhrevneixix 	Kodama's Investigation – 3 	https://ingress.codes/2016/10/11/kodamas-investigation-3/ 	code\Kodama's Investigation – 3.html 	atbash,binary,keyword substitution,letters to numbers,morse,numbers to letters
949301rruzrofivxws0398 	Kodama's Investigation – 3 	https://ingress.codes/2016/10/11/kodamas-investigation-3/ 	code\Kodama's Investigation – 3.html 	atbash,binary,keyword substitution,letters to numbers,morse,numbers to letters
jackland4dz47yf6 	INGRESS BURST REPORT  #VIALUX FINALE ASIA RECAP – October 03 2016 	https://ingress.codes/2016/10/07/ingress-burst-report-vialux-finale-asia-recap-october-03-2016/ 	code\INGRESS BURST REPORT  #VIALUX FINALE ASIA RECAP – October 03 2016.html 	keyword substitution,rot
bqdzshuhsxentqoaentqentqoerhw 	INGRESS BURST REPORT  #VIALUX FINALE ASIA RECAP – October 03 2016 	https://ingress.codes/2016/10/07/ingress-burst-report-vialux-finale-asia-recap-october-03-2016/ 	code\INGRESS BURST REPORT  #VIALUX FINALE ASIA RECAP – October 03 2016.html 	keyword substitution,rot
jfd84PA959es 	INGRESS BURST REPORT  #VIALUX FINALE ASIA RECAP – October 03 2016 	https://ingress.codes/2016/10/07/ingress-burst-report-vialux-finale-asia-recap-october-03-2016/ 	code\INGRESS BURST REPORT  #VIALUX FINALE ASIA RECAP – October 03 2016.html 	keyword substitution,rot
evolution2gu76gm3 	INGRESS BURST REPORT  #VIALUX FINALE INDIAEUROPE RECAP – October 04 2016 	https://ingress.codes/2016/10/08/ingress-burst-report-vialux-finale-indiaeurope-recap-october-04-2016/ 	code\INGRESS BURST REPORT  #VIALUX FINALE INDIAEUROPE RECAP – October 04 2016.html 	atbash,keyword substitution,reverse
iyf56hklroh675el 	INGRESS BURST REPORT  #VIALUX FINALE INDIAEUROPE RECAP – October 04 2016 	https://ingress.codes/2016/10/08/ingress-burst-report-vialux-finale-indiaeurope-recap-october-04-2016/ 	code\INGRESS BURST REPORT  #VIALUX FINALE INDIAEUROPE RECAP – October 04 2016.html 	atbash,keyword substitution,reverse
teowtenineerhtneetrihteerhtevifcwe 	INGRESS BURST REPORT  #VIALUX FINALE INDIAEUROPE RECAP – October 04 2016 	https://ingress.codes/2016/10/08/ingress-burst-report-vialux-finale-indiaeurope-recap-october-04-2016/ 	code\INGRESS BURST REPORT  #VIALUX FINALE INDIAEUROPE RECAP – October 04 2016.html 	atbash,keyword substitution,reverse
kjzguerravarelongsviravarfrirasl 	New Portals emerging in XM Network 	https://ingress.codes/2016/10/03/new-portals-emerging-in-xm-network/ 	code\New Portals emerging in XM Network.html 	polybius,rot,spliced codes
55123343244315241415114423212421341553 	New Portals emerging in XM Network 	https://ingress.codes/2016/10/03/new-portals-emerging-in-xm-network/ 	code\New Portals emerging in XM Network.html 	polybius,rot,spliced codes
<span style="font-size: 1px; text-align: left;">ata</span><span style="font-size: 1px; text-align: center;">2655</span><span style="font-size: 1px; text-align: right;">3nz</span> 	New Portals emerging in XM Network 	https://ingress.codes/2016/10/03/new-portals-emerging-in-xm-network/ 	code\New Portals emerging in XM Network.html 	polybius,rot,spliced codes
33.32.4s111.000.431.1i2.r122.3.41b.20.41.010.1u31.01.23.0.4h21.113.412.31 	Kodama's Investigation – 1 	https://ingress.codes/2016/10/04/kodamas-investigation-1/ 	code\Kodama's Investigation – 1.html 	atbash,keyword substitution,math
bng49u466ae 	Kodama's Investigation – 1 	https://ingress.codes/2016/10/04/kodamas-investigation-1/ 	code\Kodama's Investigation – 1.html 	atbash,keyword substitution,math
zds31hszkvi353nh 	Kodama's Investigation – 1 	https://ingress.codes/2016/10/04/kodamas-investigation-1/ 	code\Kodama's Investigation – 1.html 	atbash,keyword substitution,math
27263953573×4537342528415754593226 	#ViALux S3pt. 24 – An0MAly Int3l – P4cket #3 	https://ingress.codes/2016/09/23/vialux-s3pt-24-an0maly-int3l-p4cket-3/ 	code\#ViALux S3pt. 24 – An0MAly Int3l – P4cket #3.html 	atbash,decimal,keyword substitution
rcw69 233ev 	#ViALux S3pt. 24 – An0MAly Int3l – P4cket #3 	https://ingress.codes/2016/09/23/vialux-s3pt-24-an0maly-int3l-p4cket-3/ 	code\#ViALux S3pt. 24 – An0MAly Int3l – P4cket #3.html 	atbash,decimal,keyword substitution
dky32gvmmrvo385pe 	#ViALux S3pt. 24 – An0MAly Int3l – P4cket #3 	https://ingress.codes/2016/09/23/vialux-s3pt-24-an0maly-int3l-p4cket-3/ 	code\#ViALux S3pt. 24 – An0MAly Int3l – P4cket #3.html 	atbash,decimal,keyword substitution
38244454543541325357582642 	135s0n2 	https://ingress.codes/2016/09/26/135s0n2/ 	code\135s0n2.html 	atbash,transposition
9u3fwelopna5z2r7 	135s0n2 	https://ingress.codes/2016/09/26/135s0n2/ 	code\135s0n2.html 	atbash,transposition
74825ucootyier 	135s0n2 	https://ingress.codes/2016/09/26/135s0n2/ 	code\135s0n2.html 	atbash,transposition
sf8ds95a5e23ha 	Investigate is Back 	https://ingress.codes/2016/09/27/investigate-is-back/ 	code\Investigate is Back.html 	transposition
ywr68ywr68465ax465ax 	Akira's presence in Setouchi 	https://ingress.codes/2016/09/29/akiras-presence-in-setouchi/ 	code\Akira's presence in Setouchi.html 	atbash,keyword substitution,reverse,transposition
zt275vhlox34btx 	Akira's presence in Setouchi 	https://ingress.codes/2016/09/29/akiras-presence-in-setouchi/ 	code\Akira's presence in Setouchi.html 	atbash,keyword substitution,reverse,transposition
8yos24liphil39ptop 	Akira's presence in Setouchi 	https://ingress.codes/2016/09/29/akiras-presence-in-setouchi/ 	code\Akira's presence in Setouchi.html 	atbash,keyword substitution,reverse,transposition
ce46vqu4h7abk2l 	Same or Different 	https://ingress.codes/2016/09/30/same-or-different/ 	code\Same or Different.html 	atbash,letters to numbers,transposition
xlddglulkvizgrevsgvhrvda 	Same or Different 	https://ingress.codes/2016/09/30/same-or-different/ 	code\Same or Different.html 	atbash,letters to numbers,transposition
ibijghfafhhhijidiegjicijfhfcfchbgi 	Same or Different 	https://ingress.codes/2016/09/30/same-or-different/ 	code\Same or Different.html 	atbash,letters to numbers,transposition
t8t4e9i33srv9apnwolywetwb9s9x5r9 	ADA's #ViaLux Message 	https://ingress.codes/2016/09/28/adas-vialux-message/ 	code\ADA's #ViaLux Message.html 	reverse,rot,transposition
1737440464757645565686163464967677 	ADA's #ViaLux Message 	https://ingress.codes/2016/09/28/adas-vialux-message/ 	code\ADA's #ViaLux Message.html 	reverse,rot,transposition
gransrioueezewdvenstierextsshvbhelte 	Stat3ment from V1suR 	https://ingress.codes/2016/09/24/stat3ment-from-v1sur/ 	code\Stat3ment from V1suR.html 	transposition,vigenere autokey
kgqpmfigwrrp#3.205#4.606pxrzqmiopdrl#22604#43535 	Stat3ment from V1suR 	https://ingress.codes/2016/09/24/stat3ment-from-v1sur/ 	code\Stat3ment from V1suR.html 	transposition,vigenere autokey
ajvkok3lo72ut32hocfs 	Stat3ment from V1suR 	https://ingress.codes/2016/09/24/stat3ment-from-v1sur/ 	code\Stat3ment from V1suR.html 	transposition,vigenere autokey
4pkn58tei46srxm 	Hank's Preliminary Analysis of Howcraft Pages 	https://ingress.codes/2016/10/02/hanks-preliminary-analysis-of-howcraft-pages/ 	code\Hank's Preliminary Analysis of Howcraft Pages.html 	keyword substitution,Leetspeak,numbers to letters,reverse,transposition
839kpu0va4622 	Hank's Preliminary Analysis of Howcraft Pages 	https://ingress.codes/2016/10/02/hanks-preliminary-analysis-of-howcraft-pages/ 	code\Hank's Preliminary Analysis of Howcraft Pages.html 	keyword substitution,Leetspeak,numbers to letters,reverse,transposition
0dw69030423sk 	Hank's Preliminary Analysis of Howcraft Pages 	https://ingress.codes/2016/10/02/hanks-preliminary-analysis-of-howcraft-pages/ 	code\Hank's Preliminary Analysis of Howcraft Pages.html 	keyword substitution,Leetspeak,numbers to letters,reverse,transposition
92y7du8ugvl3xr5 	The Summoning 	https://ingress.codes/2016/10/01/the-summoning/ 	code\The Summoning.html 	transposition
1t77i04ea4ts2rx 	The Summoning 	https://ingress.codes/2016/10/01/the-summoning/ 	code\The Summoning.html 	transposition
7aqamkue2nm5ra9 	The Summoning 	https://ingress.codes/2016/10/01/the-summoning/ 	code\The Summoning.html 	transposition
<span style="font-size: 1px;">acn69<span style="font-size: 0.0000001px;">.</span>752ux</span> 	L3Ss0N-1 	https://ingress.codes/2016/09/25/l3ss0n-1/ 	code\L3Ss0N-1.html 	keyword substitution,transposition
cjt58a-a849wj 	L3Ss0N-1 	https://ingress.codes/2016/09/25/l3ss0n-1/ 	code\L3Ss0N-1.html 	keyword substitution,transposition
rzya92icntneees96ryf7 	L3Ss0N-1 	https://ingress.codes/2016/09/25/l3ss0n-1/ 	code\L3Ss0N-1.html 	keyword substitution,transposition
scdt39egoeht98rmq4 	The Final Clue 	https://ingress.codes/2016/09/18/the-final-clue/ 	code\The Final Clue.html 	atbash,keyboard flip,transposition
2323425753312341325556553610 	The Final Clue 	https://ingress.codes/2016/09/18/the-final-clue/ 	code\The Final Clue.html 	atbash,keyboard flip,transposition
nui54?334.; 	The Final Clue 	https://ingress.codes/2016/09/18/the-final-clue/ 	code\The Final Clue.html 	atbash,keyboard flip,transposition
fw54opor6st62hu 	PAC'S WEEKLY WRAP-UP SEPTEMBER 11, 2016 	https://ingress.codes/2016/09/15/pacs-weekly-wrap-up-september-11-2016/ 	code\PAC'S WEEKLY WRAP-UP SEPTEMBER 11, 2016.html 	keyword substitution,letters to numbers,numbers to letters,reverse,transposition
ajcbbeaeaibiaeaeaiafaiafaibjahaeaiafaiadab 	PAC'S WEEKLY WRAP-UP SEPTEMBER 11, 2016 	https://ingress.codes/2016/09/15/pacs-weekly-wrap-up-september-11-2016/ 	code\PAC'S WEEKLY WRAP-UP SEPTEMBER 11, 2016.html 	keyword substitution,letters to numbers,numbers to letters,reverse,transposition
zrh64294mm 	PAC'S WEEKLY WRAP-UP SEPTEMBER 11, 2016 	https://ingress.codes/2016/09/15/pacs-weekly-wrap-up-september-11-2016/ 	code\PAC'S WEEKLY WRAP-UP SEPTEMBER 11, 2016.html 	keyword substitution,letters to numbers,numbers to letters,reverse,transposition
65shk3vav3epy6de 	The Second Clue 	https://ingress.codes/2016/09/16/the-second-clue/ 	code\The Second Clue.html 	transposition
ww10i5vitadaii2vori6 	The Second Clue 	https://ingress.codes/2016/09/16/the-second-clue/ 	code\The Second Clue.html 	transposition
ve857rzyrk78ha 	The Second Clue 	https://ingress.codes/2016/09/16/the-second-clue/ 	code\The Second Clue.html 	transposition
vv2t3ldyab86x6n 	Devra's Dream 	https://ingress.codes/2016/09/20/devras-dream/ 	code\Devra's Dream.html 	morse,transposition
wru29rnkkmt120kd 	Devra's Dream 	https://ingress.codes/2016/09/20/devras-dream/ 	code\Devra's Dream.html 	morse,transposition
c6ea8vj2tsmh5ut7 	Devra's Dream 	https://ingress.codes/2016/09/20/devras-dream/ 	code\Devra's Dream.html 	morse,transposition
ezmurnebhooteeneeewr 	#ViaLux Sept. 24 – Anomaly Intel – Packet #1 	https://ingress.codes/2016/09/13/vialux-sept-24-anomaly-intel-packet-1/ 	code\#ViaLux Sept. 24 – Anomaly Intel – Packet #1.html 	atbash,keyword substitution,transposition
3i9e5nsowtibj9g3 	#ViaLux Sept. 24 – Anomaly Intel – Packet #1 	https://ingress.codes/2016/09/13/vialux-sept-24-anomaly-intel-packet-1/ 	code\#ViaLux Sept. 24 – Anomaly Intel – Packet #1.html 	atbash,keyword substitution,transposition
xzu65sfnrorgb464dd 	#ViaLux Sept. 24 – Anomaly Intel – Packet #1 	https://ingress.codes/2016/09/13/vialux-sept-24-anomaly-intel-packet-1/ 	code\#ViaLux Sept. 24 – Anomaly Intel – Packet #1.html 	atbash,keyword substitution,transposition
oq3ku2oa34rq8ka 	The Mystery Continues 	https://ingress.codes/2016/09/17/the-mystery-continues/ 	code\The Mystery Continues.html 	keyword substitution,reverse,transposition
7r7pcuechkz8g4e8 	The Mystery Continues 	https://ingress.codes/2016/09/17/the-mystery-continues/ 	code\The Mystery Continues.html 	keyword substitution,reverse,transposition
xbcifisredrumisofhthz 	The Mystery Continues 	https://ingress.codes/2016/09/17/the-mystery-continues/ 	code\The Mystery Continues.html 	keyword substitution,reverse,transposition
vugtf7o54l3exhn4 	#ViaLux Sept. 24 – Anomaly Intel – Packet #2 	https://ingress.codes/2016/09/21/vialux-sept-24-anomaly-intel-packet-2/ 	code\#ViaLux Sept. 24 – Anomaly Intel – Packet #2.html 	base64,letters to numbers,numbers to letters,transposition
39nkual2ivid7indnrk3 	#ViaLux Sept. 24 – Anomaly Intel – Packet #2 	https://ingress.codes/2016/09/21/vialux-sept-24-anomaly-intel-packet-2/ 	code\#ViaLux Sept. 24 – Anomaly Intel – Packet #2.html 	base64,letters to numbers,numbers to letters,transposition
25NLL13Z25J2422bW24M21SB0308Z12d09V 	#ViaLux Sept. 24 – Anomaly Intel – Packet #2 	https://ingress.codes/2016/09/21/vialux-sept-24-anomaly-intel-packet-2/ 	code\#ViaLux Sept. 24 – Anomaly Intel – Packet #2.html 	base64,letters to numbers,numbers to letters,transposition
fu2gu3rpes4uk4n7 	A Glimpse into Devra's past 	https://ingress.codes/2016/09/19/a-glimpse-into-devras-past/ 	code\A Glimpse into Devra's past.html 	base64,letters to numbers,numbers to letters,transposition
rf03lod03dqvjstA23msv0625n1007g 	A Glimpse into Devra's past 	https://ingress.codes/2016/09/19/a-glimpse-into-devras-past/ 	code\A Glimpse into Devra's past.html 	base64,letters to numbers,numbers to letters,transposition
